StoreID	Address	City	ZipCode	County
3763	911 Central Ave	Hawarden	51023	SIOUX
3769	525 Brandilynn Blvd	Cedar Falls	50613	BLACK HAWK
3773	501 7th Ave SE	Cedar Rapids	52401	LINN
3774	1800 Elm St	Dubuque	52001	DUBUQUE
3776	3101 West Kimberly Rd	Davenport	52806	SCOTT
3782	619 S Hwy 52	Guttenberg	52052	CLAYTON
3783	14 1/2 E Elm	Pocahontas	50574	POCAHONTAS
3784	200  1st St East	Independence	50644	BUCHANAN
3789	2203 A Avenue West	Oskaloosa	52577	MAHASKA
3790	1045 N Grand Ave	Mt Pleasant	52641	HENRY
3803	128 W Mission	Strawberry Point	52076	CLAYTON
3805	1601 Washington St	Davenport	52804	SCOTT
3806	5405 Mills Civic Pkwy	West Des Moines	50266	POLK
3811	300 North Park Dr	Keokuk	52632	LEE
3814	7205 Mills Civic Pkwy	West Des Moines	50266	Dallas
3818	703 W Pleasant St	Knoxville	50138	MARION
3820	507 W 19th St	Sioux City	51103	WOODBURY
3822	1205 Curtis Br Rd NE	Shueyville	52338	JOHNSON
3825	1372 E 14th St	Des Moines	50316	POLK
3826	777 Casino Dr	Osceola	50213	CLARKE
3829	715  1st Ave S	Mount Vernon	52314	LINN
3830	806 Laurel St	Creston	50801	UNION
3831	301 Annex Rd	Madrid	50156	BOONE
3833	1905 East 7th St	Atlantic	50022	CASS
3841	157 Locust St	Dubuque	52001	DUBUQUE
3842	107 N Portland St Po Bx 222	Bancroft	50517	KOSSUTH
3845	210 North Hwy	Otho	50569	WEBSTER
3849	711  16th Ave SE	Dyersville	52040	DUBUQUE
3855	1201 1/2 Lakeshore Dr	Storm Lake	50588	BUENA VIST
3857	9th St SW B	Waukon	52172	ALLAMAKEE
3858	6723 NW Blvd Unit 2	Davenport	52806	SCOTT
3859	302 Enterprise Dr SW	Independence	50644	BUCHANAN
3866	320 S Duff	Ames	50010	STORY
3868	5491 Business Hwy 151	Marion	52302	LINN
3870	3414 8th St SW	Altoona	50009	POLK
3871	1800  35th St	West Des Moines	50266	POLK
3872	3500 Dodge St	Dubuque	52003	DUBUQUE
3873	1441 Coral Ridge Ave	Coralville	52241	JOHNSON
3877	5901 Douglas Ave	Des Moines	50322	POLK
3879	5775 Sunnybrook Dr	Sioux City	51106	WOODBURY
3880	3804 Metro Dr	Council Bluffs	51503	POTTAWATTA
3881	120 E Main St	Marshalltown	50158	MARSHALL
3882	2805 Telegraph Rd	Davenport	52802	SCOTT
3886	101  115 St	Anamosa	52205	JONES
3888	415 Industrial Ave	Grinnell	50112	POWESHIEK
3889	700  29 St SW	Waverly	50677	BREMER
3890	904  1st Ave NW	Cedar Rapids	52405	LINN
3896	1901 Broadway St	Iowa City	52240	JOHNSON
3899	6365 Stagecoach Dr	West Des Moines	50266	POLK
3901	2910  1 Ave S	Fort Dodge	50501	WEBSTER
3907	1504 Park Ave	Muscatine	52761	MUSCATINE
3909	104 SE  A St	Melcher-Dallas	50163	MARION
3910	3184 Highway 22	Riverside	52327	WASHINGTON
3912	225 Edgewood Rd	Cedar Rapids	52405	LINN
3916	1115 Albia Rd	Ottumwa	52501	Wapello
3917	1606 W Locust St	Davenport	52804	SCOTT
3918	3120 Rockingham Rd	Davenport	52802	SCOTT
3920	1606 Camanche Ave	Clinton	52732	CLINTON
3928	465 Hwy 965 Unit G	North Liberty	52317	JOHNSON
3930	106 W Mains St Po Box 142	St Lucas	52166	FAYETTE
3932	311 Main St	Mapleton	51034	MONONA
3934	103 E Carlisle	Maquoketa	52060	JACKSON
3942	104 Highway 30 West	Toledo	52342	TAMA
3943	519 Lincolnway	Nevada	50201	STORY
3944	4400 Asbury Rd	Dubuque	52002	DUBUQUE
3949	1650 Washington St	Pella	50219	MARION
3952	3780 State St	Bettendorf	52722	SCOTT
3959	1600 University Ave	Dubuque	52001	DUBUQUE
3964	621 Hwy 71	Sioux Rapids	50585	BUENA VIST
3973	126A Welch Ave	Ames	50014	STORY
3980	919 Hwy 1 West	Iowa City	52246	JOHNSON
3981	255 16th St SW	Sioux Center	51250	SIOUX
3987	111 S Phillips St	Algona	50511	KOSSUTH
3990	309 A Ave West	Oskaloosa	52577	MAHASKA
3993	1625 West 4th St	Waterloo	50701	BLACK HAWK
3997	2400 College Dr	Osceola	50213	CLARKE
4000	62 5th St	Woodbine	51579	HARRISON
4001	2014 Kitty Hawk Ave	Carroll	51401	CARROLL
4004	534 S Duff Ave	Ames	50010	STORY
4006	913 Brown St Po Box 326	Larchwood	51241	LYON
4011	121 North Clinton	Albia	52531	MONROE
4013	1126 Highway 38 North	Tipton	52772	CEDAR
4014	510 C Ave	Denison	51442	CRAWFORD
4015	3015 Grand Ave	Ames	50010	STORY
4019	1220 West Main	Manchester	52057	DELAWARE
4021	2701 W Burlington Ave	Fairfield	52556	JEFFERSON
4023	1515 SE Marshall St	Boone	50036	BOONE
4024	840 S Oak	Iowa Falls	50126	HARDIN
4025	702 13th St	Belle Plaine	52208	BENTON
4027	23148 Hwy 5	Centerville	52544	APPANOOSE
4042	23226 Centre Dr	Glenwood	51534	MILLS
4051	110 Westgate Dr	Maquoketa	52060	JACKSON
4056	525 S Gear Ave	West Burlington	52655	DES MOINES
4057	1434 Des Moines St Ste 5	Des Moines	50316	POLK
4067	268 8th Ave	Wellman	52356	WASHINGTON
4068	136  1ST ST	West Des Moines	50265	POLK
4069	1325 Albia Rd	Ottumwa	52501	Wapello
4070	708  13th St	Belle Plaine	52208	BENTON
4073	306 Hwy 69 South	Forest City	50436	WINNEBAGO
4077	428 Franklin St	Waterloo	50703	BLACK HAWK
4083	109 SE Oralabor Rd	Ankeny	50021	POLK
4084	3205 North Ankeny Blvd	Ankeny	50023	POLK
4091	910 Hwy 18 W	Clear Lake	50428	CERRO GORD
4092	1711 Sunset Dr	Norwalk	50211	WARREN
4098	2485 Hwy 92	Washington	52353	WASHINGTON
4102	619 Burnett Ave	Ames	50010	STORY
4103	3619 Stange Rd	Ames	50010	STORY
4104	400 North Delaware Ave	Mason City	50401	CERRO GORD
4105	1505 South B Ave	Nevada	50201	STORY
4106	2255 John F Kennedy Rd	Dubuque	52002	DUBUQUE
4107	1711 Hawkeye Dr	Boone	50036	BOONE
4110	706 Highway 57	Parkersburg	50665	BUTLER
4116	223 Main St	Lake View	51450	SAC
4119	214 VIKING PLAZA DR	Cedar Falls	50613	BLACK HAWK
4126	123 E Main St	Solon	52333	JOHNSON
4129	626 Lincoln Way	Ames	50010	STORY
4130	20611 Hwy 1 N	Keosauqua	52565	VAN BUREN
4131	8450 Meredith Dr	Urbandale	50322	POLK
4132	908 7th Ave	Camanche	52730	CLINTON
4135	620 SE 8th St	Altoona	50009	POLK
4136	351 Gateway Dr	Grimes	50111	POLK
4137	200 SE Laurel St	Waukee	50263	Dallas
4138	1309 W 2nd	Indianola	50125	WARREN
4140	100 Euclid Ave	Des Moines	50313	POLK
4143	603  E HWY 24	Lawler	52154	CHICKASAW
4146	220 W Bremer Ave	Waverly	50677	BREMER
4147	214 N Magnolia Dr	Cedar Falls	50613	BLACK HAWK
4148	1400 3rd Ave SE	Independence	50644	BUCHANAN
4149	609 Arrowhead Dr	Denison	51442	CRAWFORD
4150	40  W San Marnan	Waterloo	50701	BLACK HAWK
4152	407 W Huron	Missouri Valley	51555	HARRISON
4153	215 S Evans Rd	Evansdale	50707	BLACK HAWK
4154	885 Miller Rd	Hiawatha	52233	LINN
4155	3300 10th Ave	Marion	52302	LINN
4156	102  2nd Ave SE	Oelwein	50662	FAYETTE
4157	615 Westwood Dr   P.o Box 96	North Liberty	52317	JOHNSON
4158	709 Monterey Dr	Carroll	51401	CARROLL
4159	310 Mckenzie Ave	Council Bluffs	51503	POTTAWATTA
4160	2765 Commerce Dr	Iowa City	52240	JOHNSON
4161	2530 Westwinds Dr	Iowa City	52246	JOHNSON
4162	4220  16th Ave SW	Cedar Rapids	52404	LINN
4163	731 Seneca St	Storm Lake	50588	BUENA VIST
4169	1824 Hubbell Ave	Des Moines	50317	POLK
4171	105 SE Nixon St	Cascade	52033	DUBUQUE
4172	1204 Water St Po Box 177	Alden	50006	HARDIN
4180	480 7th Ave	Marion	52302	LINN
4182	1207  12th Ave SE	Dyersville	52040	DUBUQUE
4183	103 E Main	Decorah	52101	WINNESHIEK
4184	2100 Cedar Plaza Dr	Muscatine	52761	MUSCATINE
4185	727 West St	Grinnell	50112	POWESHIEK
4186	5901 FLEUR DR	Des Moines	50321	POLK
4189	109 East Marion St	Manchester	52057	DELAWARE
4190	1207 N Elm St	Jefferson	50129	GREENE
4191	2010 Washington St	Pella	50219	MARION
4192	3800 Belmont Rd	Bettendorf	52722	SCOTT
4193	361  3rd St NW	Hartley	51346	OBRIEN
4194	120 N 3rd Ave E	Newton	50208	JASPER
4195	1005 S County Line Rd	Toledo	52342	TAMA
4196	1635 West 53rd St	Davenport	52806	SCOTT
4197	700  1st St	Sergeant Bluff	51054	WOODBURY
4200	4016 Indian Hills Dr	Sioux City	51108	WOODBURY
4201	4040 War Eagle Dr	Sioux City	51109	WOODBURY
4202	4267 Sergeant Rd	Sioux City	51106	WOODBURY
4203	620 W Bremer Ave	Waverly	50677	BREMER
4204	1350 11th St NW	Clinton	52733	CLINTON
4205	102 West Anson St	Marshalltown	50158	MARSHALL
4209	2150 East 1st St	Grimes	50111	POLK
4210	812 Flindt Dr	Storm Lake	50588	BUENA VIST
4228	501 A Ave	Vinton	52349	BENTON
4229	1910  23rd St	Harlan	51537	SHELBY
4230	10151 University Ave	Clive	50325	POLK
4231	115 Plymouth St NE	Le Mars	51031	PLYMOUTH
4232	23828 Hwy J18	Moravia	52571	APPANOOSE
4233	112 S Elm St	Cresco	52136	HOWARD
4234	104 E Eighth St	Spencer	51301	CLAY
4235	942  2nd St	Webster City	50595	HAMILTON
4236	205 NW  1st St	Eagle Grove	50533	WRIGHT
4239	1906 Keokuk	Spirit Lake	51360	DICKINSON
4246	1007 S Fremont St	Shenandoah	51601	PAGE
4247	512 River Ave N	Belmond	50421	WRIGHT
4248	2603 Park St	Sheldon	51201	OBRIEN
4249	115 Essie Davison Dr	Clarinda	51632	PAGE
4250	1232 14th St	Eldora	50627	HARDIN
4252	433 N Farley St	Monticello	52310	JONES
4253	719 W Hwy 92	Winterset	50273	MADISON
4254	2008  12th St	Emmetsburg	50536	PALO ALTO
4255	512  8th SE	Orange City	51041	SIOUX
4256	115  1st Ave NW	Sioux Center	51250	SIOUX
4258	920 Lawrence Dr	Burlington	52601	DES MOINES
4260	215 S Main St	Osceola	50213	CLARKE
4265	1104 Washington St	Waterloo	50702	BLACK HAWK
4266	705 S Fremont	Shenandoah	51601	PAGE
4267	735 Main St	Anita	50020	CASS
4268	1905 Highway 18 E	Algona	50511	KOSSUTH
4269	610 Cedar St	Tipton	52772	CEDAR
4271	305 S 18th St	Centerville	52544	APPANOOSE
4272	1108 Central Ave	Estherville	51334	EMMET
4273	2800 E University Ave	Des Moines	50317	POLK
4275	1308 S Lincoln St	Knoxville	50138	MARION
4277	769 Prospect St SW	Le Mars	51031	PLYMOUTH
4279	217 E Broadway	Keota	52248	KEOKUK
4284	500 Iowa St	Iowa Falls	50126	HARDIN
4285	102 S Water Ave	New Hampton	50659	CHICKASAW
4289	777  11th Ave SW	Waukon	52172	ALLAMAKEE
4291	105 E Adams St	Creston	50801	UNION
4296	111 Main St	Keosauqua	52565	VAN BUREN
4299	9 Waterhouse Ave	Central City	52214	LINN
4300	311  3rd Ave W	Oskaloosa	52577	MAHASKA
4301	1805 SE 14th St	Des Moines	50320	POLK
4306	1208  4th St NE	Hampton	50441	FRANKLIN
4310	205 West Bluff St	Cherokee	51012	CHEROKEE
4311	1231  1st Ave S	Fort Dodge	50501	WEBSTER
4312	2411 S 24TH ST #1	Council Bluffs	51501	POTTAWATTA
4313	301 Poplar St	Atlantic	50022	CASS
4315	301 North Marion Ave	Washington	52353	WASHINGTON
4317	212 SW Kent	Greenfield	50849	ADAIR
4318	811 Broadway	Red Oak	51566	MONTGOMERY
4319	1700 10th Avenue N	Humboldt	50548	HUMBOLDT
4320	1315 Willis Ave	Perry	50220	Dallas
4321	210  11th St	Charles City	50616	FLOYD
4324	22 North Main	Dayton	50530	WEBSTER
4326	829 Shakespeare Ave	Stratford	50249	HAMILTON
4334	2050 John F Kennedy Rd	Dubuque	52001	DUBUQUE
4336	120 N Main St	George	51237	LYON
4337	1415 Grand Falls Blvd	Larchwood	51241	LYON
4338	1659d Marshalltown Blvd	Melbourne	50162	MARSHALL
4343	4028 NE 14th St	Des Moines	50313	POLK
4346	105 Pearl St	Shellsburg	52332	BENTON
4351	2325 7th Ave North N	Clear Lake	50248	CERRO GORD
4353	2905 Fourth Ave	Clear Lake	50248	CERRO GORD
4355	1554 Broad St	Story City	50248	STORY
4359	350 SE University Ave	Waukee	50263	Dallas
4361	4575 NW 2nd	Des Moines	50313	POLK
4362	303 W Broadway St	Polk City	50226	POLK
4364	715 Lang Creek Ave	Grinnell	50112	POWESHIEK
4366	101 Village Dr	Tiffin	52340	JOHNSON
4368	5800 Northglen Dr	Johnston	50131	POLK
4369	2992 Sunset Dr	Norwalk	50211	WARREN
4370	530 North Ave	Norwalk	50211	WARREN
4371	745 S 51st St	West Des Moines	50265	POLK
4373	141 S Jordan Creek Pkwy	West Des Moines	50266	POLK
4374	1950 Princeton Dr	Grimes	50111	POLK
4375	801 N 1st St	Grimes	50111	POLK
4377	4801 NE 14th St	Des Moines	50313	POLK
4378	650 W Hickman Rd	Waukee	50263	Dallas
4379	5969 Ashworth Rd	West Des Moines	50266	POLK
4380	620 S Downey St	West Branch	52358	CEDAR
4382	1293 8th Ave	West Des Moines	50265	POLK
4384	409 Nile Kinnick Dr	Adel	50003	Dallas
4385	1453 Co Hwy G76	New Virginia	50210	WARREN
4387	300 18th St	Spirit Lake	51360	DICKINSON
4393	1725 NW 86th St	Clive	50325	POLK
4395	1111 Ia Highway 175	Ellsworth	50075	HAMILTON
4396	606 Grundy Ave	Reinbeck	50669	GRUNDY
4397	802 E 1st St	Ankeny	50021	POLK
4401	3215 7th Ave	Marion	52302	LINN
4402	1178 Enterprise Dr	Riverside	52327	WASHINGTON
4404	1825 N Ankeny Blvd	Ankeny	50021	POLK
4405	1025 E  1st St	Ankeny	50021	POLK
4406	1910 SW White Birch Circle	Ankeny	50023	POLK
4411	1203 Guthrie St	De Soto	50069	Dallas
4412	2050 Ia Highway 38	Tipton	52772	CEDAR
4414	29356 298th St	Neola	51559	POTTAWATTA
4417	109 S 5th St	Adair	50002	ADAIR
4418	1709 Antique City Dr	Walnut	51577	POTTAWATTA
4419	2091 E Main St	Lamoni	50140	DECATUR
4421	609 Central Ave W	Hampton	50441	FRANKLIN
4424	1012 Maple St	Burlington	52601	DES MOINES
4427	610 N Kansas Ave	North Liberty	52317	JOHNSON
4428	4510 Mortensen Rd	Ames	50014	STORY
4429	1200 N Walnut St	Colfax	50054	JASPER
4433	5970 Morning Star Ct	Pleasant Hill	50317	POLK
4434	209 S Union St	Rock Rapids	51246	LYON
4436	203 Welch Ave	Ames	50010	STORY
4438	111 Duff Ave	Ames	50010	STORY
4439	800 Ford Lane	Center Point	52213	LINN
4443	1204 1st St	Palo	52324	LINN
4444	1864 Hwy 141	Sloan	51055	WOODBURY
4446	4600 Merle Hay Rd	Urbandale	50322	POLK
4448	4860 NW Urbandale Dr	Urbandale	50322	POLK
4449	12041 Douglas Pkwy	Urbandale	50322	POLK
4450	4585 156th St	Urbandale	50323	POLK
4452	2825 Gordon Dr	Sioux City	51105	WOODBURY
4453	"1116, Hwy 69 South"	Forest City	50436	WINNEBAGO
4455	2359 Edgington Ave	Eldora	50627	HARDIN
4456	955 Morman Trek Blvd	Iowa City	52246	JOHNSON
4457	731 S Riverside Dr	Iowa City	52246	JOHNSON
4459	1120 S Commercial	Eagle Grove	50533	WRIGHT
4463	145 Us Hwy 18 W	Garner	50438	HANCOCK
4464	5b  Lincoln Ave	Eldridge	52748	SCOTT
4466	515 W Water St	Fayette	52142	FAYETTE
4467	1429 PARK AVE	Muscatine	52761	MUSCATINE
4472	1023 South Main	Centerville	52544	APPANOOSE
4473	"113, NE 3rd St"	Panora	50216	GUTHRIE
4474	3501 W Broadway St	Council Bluffs	51501	POTTAWATTA
4475	2713 S 24th St	Council Bluffs	51501	POTTAWATTA
4476	15 North 16th St	Council Bluffs	51501	POTTAWATTA
4477	1759 Madison Ave	Council Bluffs	51503	POTTAWATTA
4478	3000 SW 9th St	Des Moines	50315	POLK
4480	1530 North 2nd St	Clinton	52732	CLINTON
4482	2001 W 2nd Ave	Indianola	50125	WARREN
4485	101 W 7th St	Sanborn	51248	OBRIEN
4487	1661 32nd St NE	Cedar Rapids	52402	LINN
4489	641 Edgewood Rd NW	Cedar Rapids	52405	LINN
4490	380 33rd Ave SW	Cedar Rapids	52404	LINN
4491	3349 Mt Vernon Rd SE	Cedar Rapids	52403	LINN
4492	3625 Edgewood Rd SW	Cedar Rapids	52404	LINN
4493	5655 C St SW	Cedar Rapids	52404	LINN
4495	"504, G Ave"	Grundy Center	50638	GRUNDY
4496	"2824, 1st Ave NE"	Cedar Rapids	52402	LINN
4497	"1008, Grand"	Alden	50006	HARDIN
4498	644 220th St	Winthrop	50682	BUCHANAN
4499	510 Okoboji Ave	Milford	51351	DICKINSON
4501	1601 W Burlington Ave	Fairfield	52556	JEFFERSON
4503	102 W Main St	Treynor	51575	POTTAWATTA
4504	311 North Jefferson	Indianola	50125	WARREN
4505	6417 Northglen Dr	Johnston	50131	POLK
4506	403 Stephens St	Tiffin	52340	JOHNSON
4507	411 W 18th	Spencer	51301	CLAY
4508	805 Grand Ave S	Spencer	51301	CLAY
4509	2515 Chamberlain	Ames	50010	STORY
4510	701 Main St	Malvern	51551	MILLS
4511	303 SE 30th St	Des Moines	50317	POLK
4512	"2332, Falls Ave"	Waterloo	50701	BLACK HAWK
4513	1100 S 3rd St	Polk City	50226	POLK
4514	1230 3rd Ave NW	Fort Dodge	50501	WEBSTER
4515	2721 Dows Williams Rd	Dows	50071	WRIGHT
4516	205 Brown St	Oakland	51560	POTTAWATTA
4517	3434 1st Ave NE	Cedar Rapids	52402	LINN
4518	6630 Mills Civic Parkway	West Des Moines	50266	POLK
4519	1850 22nd St	West Des Moines	50266	POLK
4520	902 N Hwy 69	Huxley	50124	STORY
4522	201 Ralph St	Monroe	50170	JASPER
4523	312 W Washington St	Exira	50076	AUDUBON
4524	14 E Congress	Nora Springs	50458	FLOYD
4530	1495 State St	Ely	52227	LINN
4531	501 N Douglas St	Afton	50830	UNION
4532	720 Hwy 71	Sioux Rapids	50585	BUENA VIST
4533	110 N Hwy 218	St Ansgar	50472	MITCHELL
4535	4003 Peru Rd	Dubuque	52001	DUBUQUE
4536	2699 Rockdale	Dubuque	52003	DUBUQUE
4537	401 NW Church St	Leon	50144	DECATUR
4540	1104 N Riverview St	Bellevue	52031	JACKSON
4541	502 Market	Delmar	52037	CLINTON
4542	520 W Main St	Laurens	50554	POCAHONTAS
4543	1100 Eagle View Dr	Marion	52302	LINN
4544	114 N Main St	Osceola	50213	CLARKE
4546	705 Idaho St	Glidden	51443	CARROLL
4547	309 Central Ave West	Hampton	50441	FRANKLIN
4548	401 Grant St	Walker	52352	LINN
4549	702 Us Hwy 65	Colo	50056	STORY
4551	201 Sunset St	Urbana	52345	BENTON
4552	222 W Front St	Buffalo	52728	SCOTT
4553	702 E Gilman St	Sheffield	50475	FRANKLIN
4554	1821 Hamilton Blvd	Sioux City	51103	WOODBURY
4555	201 Madison Ave	Donnellson	52625	LEE
4556	319 E Hwy 3	Goldfield	50542	WRIGHT
4558	1373 Pierce St	Sioux City	51105	WOODBURY
4559	633 CHASE ST	Osage	50461	MITCHELL
4560	"1006, Chatburn Ave"	Harlan	51537	SHELBY
4562	206 Short St	Mechanicsville	52306	CEDAR
4565	1925 S Lakeport St	Sioux City	51106	WOODBURY
4566	30 Four Oaks Dr SW	Cedar Rapids	52404	LINN
4568	4103 Floyd Blvd	Sioux City	51108	WOODBURY
4569	202 West Southern St	Sutherland	51058	OBRIEN
4571	"100, Cherry St"	Allison	50602	BUTLER
4573	1211 Washington St	Hamburg	51640	FREMONT
4575	200 6th Ave	Slater	50244	STORY
4577	"906, S Main St"	Woodward	50276	Dallas
4578	201 S 4th St	Farmington	52626	VAN BUREN
4582	"2402, 17th St"	Spirit Lake	51360	DICKINSON
4584	611 Main St	Dumont	50602	BUTLER
4585	"306, 1st St SW"	Farley	52046	DUBUQUE
4588	923 W 7TH ST	Sioux City	51103	WOODBURY
4589	1026 2nd Ave	Sibley	51249	OSCEOLA
4590	"601, Main St"	Cedar Falls	50613	BLACK HAWK
4591	"222, Central Ave"	Clarion	50525	WRIGHT
4592	"2401, Main"	Emmetsburg	50536	PALO ALTO
4594	901 SW 63rd St	Des Moines	50312	POLK
4596	2945 E University	Des Moines	50317	POLK
4599	3700 Hubbell Ave	Des Moines	50317	POLK
4601	2110 Guthrie Ave	Des Moines	50317	POLK
4602	58231 190th St	Pacific Junction	51561	MILLS
4603	3200 SE 14th St	Des Moines	50320	POLK
4604	"1324, 1st Ave E"	Newton	50208	JASPER
4605	1203 Blairs Ferry Rd	Marion	52302	LINN
4607	"1131, S Hwy 52"	Guttenberg	52052	CLAYTON
4608	"510, 23rd Ave"	Council Bluffs	51503	POTTAWATTA
4609	165 SW Magazine Rd	Ankeny	50023	POLK
4613	402 E 6th St	Carroll	51401	CARROLL
4617	2501 HUBBELL AVE	Des Moines	50317	POLK
4621	"100, Main St"	Maxwell	50161	STORY
4622	"3941, SE 14th St"	Des Moines	50320	POLK
4623	700 Debra Dr	Van Meter	50261	Dallas
4624	300 E Blairs Ferry Rd	Hiawatha	52233	LINN
4626	"3632, Avenue G"	Council Bluffs	51501	POTTAWATTA
4627	807 1st St	Sully	50251	JASPER
4629	309 N Locust St	Glenwood	51534	MILLS
4630	2923 Brady St	Davenport	52803	SCOTT
4631	"2425, Whitetail Dr"	Cedar Falls	50613	BLACK HAWK
4633	1202 East Locust St	Carter Lake	51510	POTTAWATTA
4634	"4201, Center Point Rd NE"	Cedar Rapids	52402	LINN
4635	1001 1st Ave SW	Cedar Rapids	52405	LINN
4636	2904 Center Point Rd NE	Cedar Rapids	52402	LINN
4637	3301 J St	Cedar Rapids	52404	LINN
4638	4607 N Pine St	Davenport	52804	SCOTT
4640	3527 Spring St	Davenport	52807	SCOTT
4641	5830 SE 14th St	Des Moines	50315	POLK
4642	2844 University Ave	Waterloo	50701	BLACK HAWK
4643	"2405, N Broadway St"	Red Oak	51566	MONTGOMERY
4644	"1136, E Locust St"	Davenport	52803	SCOTT
4645	"1, Grove Rd"	Eldridge	52748	SCOTT
4648	508 Broadway St	Waterloo	50703	BLACK HAWK
4651	301 MAIN ST	Jewell	50130	HAMILTON
4652	"3107, Brady St"	Davenport	52803	SCOTT
4653	508 N Elm	Jefferson	50129	GREENE
4654	629 S Division St	Stuart	50250	ADAIR
4655	1002 W 2nd St	Prairie City	50228	JASPER
4656	17005 Hwy 69	Ames	50010	STORY
4657	308 N Washington	Wellsburg	50680	GRUNDY
4658	904 Washington Ave	Iowa Falls	50126	HARDIN
4659	409 E Center	Conrad	50621	GRUNDY
4660	"1904, Mt Vernon Rd SE"	Cedar Rapids	52403	LINN
4661	"1900, SE 37th St"	Grimes	50111	POLK
4663	236 Peosta St	Peosta	52068	DUBUQUE
4664	1127 Story	Boone	50036	BOONE
4665	2601 SE Creekview Dr	Ankeny	50021	POLK
4668	20 South 4th St	ClearLake	50428	CERRO GORD
4673	327 5th St	West Point	52656	LEE
4674	2108 ISAAC NEWTON DR	Ames	50010	STORY
4675	2801 E 13th St	Ames	50010	STORY
4677	2900 Heartland Dr	Coralville	52241	JOHNSON
4678	804 Nile Kinnick Dr	Adel	50003	Dallas
4679	5750 C Ave NE	Cedar Rapids	52402	LINN
4684	1201 N Jefferson	Indianola	50125	WARREN
4687	3132 1st Ave NE	Cedar Rapids	52402	LINN
4688	105 E 6th St	Carroll	51401	CARROLL
4689	2639 Avenue L	Fort Madison	52627	LEE
4692	1215 Main St	Keokuk	52632	LEE
4694	"3815, West Kimberly Rd"	Davenport	52806	SCOTT
4695	101 8th St SE	Altoona	50009	POLK
4696	1451 22nd St	West Des Moines	50266	POLK
4697	1921 Keokuk St	Iowa City	52240	JOHNSON
4698	201 W Burlington Ave	Fairfield	52556	JEFFERSON
4699	830 Middle Rd	Bettendorf	52722	SCOTT
4700	"306, N Main"	Allison	50602	BUTLER
4702	2503 5th Ave S	Fort Dodge	50501	WEBSTER
4703	100 Pierce St	Sioux City	51101	WOODBURY
4705	102 Second St	Coralville	52241	JOHNSON
4706	1905 N  2nd St	Clinton	52732	CLINTON
4708	423 SHARP ST	Glenwood	51534	MILLS
4710	55 John F Kennedy Rd	Dubuque	52002	DUBUQUE
4711	2260 John F Kennedy Rd	Dubuque	52002	DUBUQUE
4712	345 E 20th St	Dubuque	52001	DUBUQUE
4714	1000 N Jefferson St	Indianola	50125	WARREN
4715	1999 Grand Ave	West Des Moines	50265	POLK
4716	800 Grand Ave	Spencer	51301	CLAY
4717	3425 Middle Rd	Bettendorf	52722	SCOTT
4719	4900 Mills Civic Pkwy	West Des Moines	50265	POLK
4720	"107, East Grace"	Chariton	50049	LUCAS
4722	201 S Central Ave	Burlington	56201	DES MOINES
4723	2509 Whitetail Dr	Cedar Falls	50613	BLACK HAWK
4724	1204 1st Ave East	Newton	50208	JASPER
4725	2905 W  1st St	Ankeny	50023	POLK
4726	901 N Ankeny Blvd	Ankeny	50021	POLK
4727	2702 SE Delaware Ave	Ankeny	50021	POLK
4728	2214 Muscatine Ave	Iowa City	52240	JOHNSON
4730	6200 Merle Hay Rd	Johnston	50131	POLK
4731	12753 University Ave	Clive	50325	POLK
4732	15601 Hickman Rd	Clive	50325	POLK
4733	4600 86th St	Urbandale	50322	POLK
4734	7000 Douglas Ave	Urbandale	50322	POLK
4735	327 W 4th St	Ottumwa	52501	Wapello
4736	1225 7th Ave	Marion	52302	LINN
4738	"1030, Veteran Memorial Hwy"	Council Bluffs	51501	POTTAWATTA
4739	301 W Bennett Ave	Council Bluffs	51503	POTTAWATTA
4740	2508 W Broadway	Council Bluffs	51501	POTTAWATTA
4741	535 E Broadway	Council Bluffs	51503	POTTAWATTA
4743	1801 Valley View Dr	Council Bluffs	51503	POTTAWATTA
4744	2821 1st Ave SE	Cedar Rapids	52402	LINN
4745	3325 16th Ave SW	Cedar Rapids	52404	LINN
4746	1703 Park Ave	Muscatine	52761	MUSCATINE
4747	1805 Brady St	Davenport	52803	SCOTT
4748	4011 E 53rd St	Davenport	52807	SCOTT
4749	1660 W Locust St	Davenport	52804	SCOTT
4750	1525 E Kimberly	Davenport	52807	SCOTT
4751	1720 W Kimberly Rd	Davenport	52806	SCOTT
4752	1003 Summer St	Burlington	52655	DES MOINES
4753	110 S 5th St	Adair	50002	ADAIR
4757	1111 SE Lincoln St	Bondurant	50035	POLK
4759	1850 Logan Ave	Waterloo	50703	BLACK HAWK
4760	111 W Ridgeway Ave	Waterloo	50701	BLACK HAWK
4761	3910 University Ave	Waterloo	50701	BLACK HAWK
4765	2335 University Ave	Dubuque	52001	DUBUQUE
4766	2150 Twin Valley Dr	Dubuque	52003	DUBUQUE
4767	6981 NE 14th St	Ankeny	50023	POLK
4769	100 Grant St	Elma	50628	HOWARD
4770	"354, E Eldora Rd"	Hudson	50643	BLACK HAWK
4774	"1615, Central Ave"	Estherville	51334	EMMET
4775	"502, Main"	Dakota City	50529	HUMBOLDT
4777	222 North Clark Street	Paullina	51046	OBRIEN
4780	"576, N Main Ave"	Britt	50423	HANCOCK
4781	"2245, Us Hwy 71"	Early	50535	SAC
